id	title	description	google_product_category	product_type	link	image_link	additional_image_link	condition	availability	availability_date	price	brand	mpn	shipping(price)
143WHT	"Marion Floor Lamp, White"	"Charming and Contemporary, this floor lamp combines soft fabric with metal for a hint of modern in your home"	Home & Garden > Lighting > Lamps > Floor Lamps	Home & Garden > Lighting > Lamps > Floor Lamps	http://www.capsulehome.com/y-white.html	http://www.capsulehome.com/media/catalog/product/1/4/143wht_marion_floor_lamp_content1.jpg		new	in stock		249	VOLO	143WHT	0.00 USD
144WD	Wood Table Lamp	A fun floor lamp that will add personality to any room.	Home & Garden > Lighting > Lamps > Table Lamps	Home & Garden > Lighting > Lamps > Table Lamps	http://www.capsulehome.com/z-wood.html	http://www.capsulehome.com/media/catalog/product/1/4/144wd_wood_table_lamp_content1.jpg		new	in stock		249	VOLO	144WD	0.00 USD
153GS	Promenade Table in Steel	"With its tapered legs and polished finish, the Promenade steel table maintains a classic sensibility while adding a modern industrial edge."	Furniture > Tables > Accent Tables > Coffee Tables	Furniture > Tables > Accent Tables > Coffee Tables	http://www.capsulehome.com/promenade-table-galvanized.html	http://www.capsulehome.com/media/catalog/product/1/5/153gs-promenade_table_steel_detail2.jpg		new	in stock		299	VOLO	153GS	0.00 USD
154WHT	Promenade Table in Teak and White	"In teak and white, wood and steel collaborate to create a coffee table that's timleless with a twist, fit for any room, any style."	Furniture > Tables > Accent Tables > Coffee Tables	Furniture > Tables > Accent Tables > Coffee Tables	http://www.capsulehome.com/promenade-table-teak-and-white.html	http://www.capsulehome.com/media/catalog/product/1/5/153wht-promenade_table_whtie_detail2.jpg		new	in stock		349	VOLO	154WHT	0.00 USD
160STW	Newman Bench in Steel and Wood	"With a sleek steel frame and a smooth wood top, the Newman bench serves as a place to put your seat up or to have a seat."	Furniture > Benches	Furniture > Benches	http://www.capsulehome.com/newman-bench-in-steel-and-wood.html	http://www.capsulehome.com/media/catalog/product/1/6/160stw-content-w.jpg.jpg		new	in stock		329	VOLO	160STW	0.00 USD
161STL	Stewart Bench in Steel	"With a sleek steel frame and a smooth leather like cushion, the Stewart bench serves as a place to put your seat up or to have a seat."	Furniture > Benches	Furniture > Benches	http://www.capsulehome.com/stewart-bench-in-steel.html	http://www.capsulehome.com/media/catalog/product/1/6/160stw-black-content-w.jpg.jpg		new	in stock		199	VOLO	161STL	0.00 USD
170STW	Spencer Stool in Steel and Wood	The Spencer strikes a balance between function and style.  The moulded metal seat is the perfect contour.	Furniture > Chairs > Bar Stools	Furniture > Chairs > Bar Stools	http://www.capsulehome.com/spencer-stool-in-steel-and-wood.html	http://www.capsulehome.com/media/catalog/product/1/7/170stw_2_1.jpg		new	in stock		149	VOLO	170STW	0.00 USD
171RED	Niro Stool in Red	The Niro strikes a balance between function and style.  The moulded metal seat is the perfect contour.	Furniture > Chairs > Bar Stools	Furniture > Chairs > Bar Stools	http://www.capsulehome.com/niro-stool-in-red.html	http://www.capsulehome.com/media/catalog/product/1/7/171RED-content-w.jpg.jpg		new	in stock		169	VOLO	171RED	0.00 USD
171WHT	Niro Stool in White	The Niro strikes a balance between function and style.  The moulded metal seat is the perfect contour.	Furniture > Chairs > Bar Stools	Furniture > Chairs > Bar Stools	http://www.capsulehome.com/niro-stool-in-white.html	http://www.capsulehome.com/media/catalog/product/1/7/171WHT-content-w.jpg.jpg		new	in stock		169	VOLO	171WHT	0.00 USD
172STW	Hopkins Stool in Steel and Wood (Set of 2)	The Hopkins strikes a balance between function and style.  The moulded metal seat is the perfect contour.	Furniture > Chairs > Bar Stools	Furniture > Chairs > Bar Stools	http://www.capsulehome.com/hopkins-stool-in-steal-and-wood.html	http://www.capsulehome.com/media/catalog/product/1/7/172STW-content-w.jpg.jpg		new	in stock		299	VOLO	172STW	0.00 USD
1019FTGRY	Freeman Medium Sofa in Gray Tweed	"Our ode to mid century modern American furniture, the Freeman creates a striking statement in any room. A great investment for a chair with timeless design. Two side cushions included as pictured."	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/freeman-medium-sofa-gray-tweed.html	http://www.capsulehome.com/media/catalog/product/i/m/img_9973.jpg		new	in stock		899	VOLO	1019FTGRY	0.00 USD
1019FWLG	Freeman Medium Sofa in Light Gray	"Our ode to mid century modern American furniture, the Freeman creates a striking statement in any room. A great investment for a chair with timeless design. Two side cushions included as pictured."	Furniture > Sofas	Furniture > Sofas	#N/A	#N/A		new	in stock		899	VOLO	1019FWLG	0.00 USD
1020FTGRY	Freeman Square Ottoman in Gray Tweed	"Our ode to mid century modern American furniture, the Freeman creates a striking statement in any room. It is a great investment with a timeless design."	Furniture > Ottomans	Furniture > Ottomans	http://www.capsulehome.com/freeman-square-ottoman-gray-tweed.html	http://www.capsulehome.com/media/catalog/product/1/0/1020ftgry_freeman_square_ottoman_in_grey_tweed_front_content.jpg		new	in stock		349	VOLO	1020FTGRY	0.00 USD
1020FWLG	Freeman Square Ottoman in Light Gray	"Our ode to mid century modern American furniture, the Freeman creates a striking statement in any room. It is a great investment with a timeless design."	Furniture > Ottomans	Furniture > Ottomans	http://www.capsulehome.com/freeman-square-ottoman-lightgray.html	http://www.capsulehome.com/media/catalog/product/1/0/1020fwlg_freeman_square_ottoman_in_light_grey_content_front.jpg		new	in stock		349	VOLO	1020FWLG	0.00 USD
1021LNWHT	Abbey Sleeper in White Linen	"The perfect solution to a space-saving stay-over with a quick flip of the back rest. Classy, comfortable and convenient, expect many more overnight visitors with this couch."	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/abbey-sleeper-white-linen.html	http://www.capsulehome.com/media/catalog/product/1/0/1021lnwht_single_small_sofa_bed_content_front.jpg		new	in stock		835	VOLO	1021LNWHT	0.00 USD
1021FTGRY	Abbey Sleeper in Grey Tweed	"The perfect solution to a space-saving stay-over with a quick flip of the back rest. Classy, comfortable and convenient, expect many more overnight visitors with this couch."	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/abbey-sleeper-grey-298.html	http://www.capsulehome.com/media/catalog/product/1/0/1021ftgry_single__sofabed_ftgry_content_front.jpg		new	in stock		835	VOLO	1021FTGRY	0.00 USD
1021FTLG	Abbey Sleeper in Light Grey	"The perfect solution to a space-saving stay-over with a quick flip of the back rest. Classy, comfortable and convenient, expect many more overnight visitors with this couch."	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/abbey-sleeper-lightgreytweed.html	http://www.capsulehome.com/media/catalog/product/1/0/1021ftlg_singlesofabed_lightgrey_content_front.jpg		new	in stock		835	VOLO	1021FTLG	0.00 USD
1022FTGRY	Charlie Sleeper Sectional in Grey Tweed	The Charlie sleeper sectional is a uniquely designed sectional that can accommodate more than one in its sleeper form.	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/charlie-sleeper-sectional-grey.html	http://www.capsulehome.com/media/catalog/product/1/0/1022ftgry_tandemsofabed_greytweed_content_front.jpg		new	in stock		1275	VOLO	1022FTGRY	0.00 USD
1022LNWHT	Charlie Sleeper Sectional in White Linen	The Charlie sleeper sectional is a uniquely designed sectional that can accommodate more than one in its sleeper form.	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/charlie-sleeper-sofa-white.html	http://www.capsulehome.com/media/catalog/product/1/0/1022lnwht_tandemsofabed_lightgrey_content_front.jpg		new	in stock		1275	VOLO	1022LNWHT	0.00 USD
1022FTLG	Charlie Sleeper Sectional in Light Grey	The Charlie sleeper sectional is a uniquely designed sectional that can accommodate more than one in its sleeper form.	Furniture > Sofas	Furniture > Sofas	http://www.capsulehome.com/charlie-sleeper-sectional-lightgreytweed.html	http://www.capsulehome.com/media/catalog/product/1/0/1022ftlg_tandemsofabed_lightgrey_content_front.jpg		new	in stock		1275	VOLO	1022FTLG	0.00 USD
1201BLK	Sheen Floor Lamp in Black	"The reflective steel base balances the lampÕs simple, elegant body, adding a modern sophistication to the piece"	Home & Garden > Lighting > Lamps > Table Lamps	Home & Garden > Lighting > Lamps > Table Lamps	http://www.capsulehome.com/sheen-floor-lamp-in-black.html	http://www.capsulehome.com/media/catalog/product/1/2/1201blk_sheenfloorlamp_black_content_front.jpg		new	in stock		349	VOLO	1201BLK	0.00 USD
1201WHT	Sheen Floor Lamp in White	"The reflective steel base balances the lampÕs simple, elegant body, adding a modern sophistication to the piece"	Home & Garden > Lighting > Lamps > Table Lamps	Home & Garden > Lighting > Lamps > Table Lamps	http://www.capsulehome.com/sheen-floor-lamp-in-white.html	http://www.capsulehome.com/media/catalog/product/1/2/1201wht_sheenfloorlamp_white_content_front.jpg		new	in stock		349	VOLO	1201WHT	0.00 USD
1128T	Milo Chair in Taupe (Set of 2)	"With its versatile style, it's designed to be a timeless piece fit for any occasion"	Furniture > Chairs > Kitchen & Dining Room Chairs	Furniture > Chairs > Kitchen & Dining Room Chairs	http://www.capsulehome.com/milo-chair-in-taupe.html	http://www.capsulehome.com/media/catalog/product/1/1/1128t_1.jpg		new	in stock		239	VOLO	1128T	0.00 USD
